absolute_error,l2_relative_error,activation,experiment,Beta
0.017737312242388725,0.03960564732551575,tanh,SQP_experiment,30
0.5887607932090759,0.9543429613113403,tanh,SQP_experiment,30
0.33485233783721924,0.6980611085891724,tanh,SQP_experiment,30
0.020183198153972626,0.06070975586771965,tanh,SQP_experiment,30
