params
-0.16470456
-0.20367886
0.12425332
0.43929657
-0.087966405
0.09062345
0.17921372
0.15905175
-0.059946213
0.31203586
0.32808483
-0.27746785
0.004152482
-0.1580144
0.3485213
-0.010278307
0.18329482
-0.11400414
0.37322858
0.25860423
0.13321964
-0.19057366
-0.2545883
0.50344604
0.36501914
0.1320419
0.10695613
-0.30387476
-0.22856075
-0.040557414
-0.04952878
-0.35389885
0.16490021
0.15863165
0.13674554
-0.11368946
-0.25015694
0.27294764
-0.04166667
-0.05798988
0.22794278
0.13852434
0.098482
0.48850977
0.1466932
0.14728925
-0.2072181
-0.04773467
-0.24856724
0.14274284
1.5730183
0.033056714
0.85566413
0.46496132
-0.08447079
0.8973164
-0.7450073
-1.4562459
-1.7059414
0.7035039
-0.13732083
-0.59191614
0.6796764
1.028717
0.9618894
-0.798592
-1.5968643
0.72878826
0.81245714
-0.98077446
0.07999506
0.5695197
-0.833557
0.5677227
0.8937335
-1.0441741
0.53038913
-0.78468597
-0.05173527
0.8342383
0.5413679
-0.024002222
-1.0434942
-1.3092253
-1.3020238
0.045209177
0.18469992
1.333209
-0.8636116
0.7755365
-0.11083746
-0.11712159
-0.062905766
0.093543835
-0.07411816
0.10647553
-0.23979555
1.2697382
-0.4415959
0.6165118
-0.40562394
-0.2303337
0.6118462
-0.49208802
2.9227362
-0.75958717
0.48308942
1.0283027
-0.04051066
-0.24512453
1.7811252
-0.88393265
-0.65346944
0.18641199
0.327319
-0.52531654
-0.81125146
-0.25186303
0.00035578728
0.6896327
-1.1894945
-0.41410393
0.1324025
1.0824585
0.18343756
0.4047905
0.6832022
0.012989594
2.8105693
0.20882393
0.3895493
1.5211447
-0.47137576
-0.0306037
-0.06869686
-0.34693968
0.8402916
-0.582491
0.061810777
-0.039806996
-1.3981403
1.186768
-0.20629627
-0.53686255
1.8117085
-2.4951646
-0.18281308
0.3899768
-0.17652586
-0.61722
0.4010357
0.053890623
-0.021408653
-0.023684718
0.20849088
0.17175099
-0.14636672
-0.07386664
0.10983841
0.082576536
0.3708321
-0.11758701
-0.012203594
0.13480254
0.16020033
-0.20926827
-0.2201188
-0.12701657
-0.0030800062
-0.17593439
-0.08578476
0.013183232
0.07900529
-0.09563441
-0.08933872
0.023068676
0.060924426
-0.0778945
0.07150702
-0.10103586
0.07118348
-0.10771521
0.36483204
0.88305455
-0.29471064
0.16567343
0.045442127
-0.028904632
0.056748185
-0.00069189735
-0.056685187
0.06978091
-0.052055623
-0.05351504
-0.29809815
0.20013924
0.18003967
-0.11045578
0.18163036
-0.26775786
-0.12500806
-0.3559235
-0.24794188
-0.20627746
0.13501859
0.028920704
0.22251694
-0.22489423
0.035679977
-0.36974695
-0.114964046
-0.010431959
-0.1132561
-0.457465
-0.24020864
-0.10618385
-0.16403005
-0.088230476
-0.11975987
-0.13370793
-0.24843554
-0.34018493
-0.14998797
-0.13205433
0.070251994
-0.19460148
-0.010962228
-0.018348759
-0.13722521
-0.04341337
0.09020617
-0.0067890766
0.13894184
-0.17419967
0.3711304
0.046475563
0.01568585
0.30868936
-0.10928547
-0.24995752
0.014196366
-0.095510215
0.0895956
0.16139567
0.19898602
0.08733619
-0.24886
-0.21169624
-0.16991393
-0.02581026
-0.14925657
0.35289675
0.22033848
0.03521143
0.06728527
-0.37570462
0.017809726
-0.09747433
0.17885725
0.14147972
-0.12937503
0.06268211
0.023160197
0.20725696
0.023885999
-0.29206726
-0.14609624
0.08951188
0.0022140709
0.21026689
-0.16925485
0.24023338
-0.010386965
-0.01574982
-0.29055104
0.16032505
-0.15309282
-0.23052225
-0.09739724
-0.102259755
-0.20456721
0.2630394
-0.013930191
0.3013429
0.48402813
0.15825458
-0.22980037
-0.069612615
-0.20836096
-0.05069708
0.1396232
0.055443205
-0.18742792
0.063599765
-0.29867843
-0.12856647
0.052406784
-0.06604539
-0.13126826
0.030383056
-0.19663954
-0.1803011
0.07989818
0.22167005
-0.04184144
0.10828441
-0.11457956
-0.19339697
0.15115282
-0.09806632
-0.050341338
-0.10909468
-0.10477427
-0.106232174
-0.24259616
-0.27590457
-0.1649875
-0.01662742
0.03045218
-0.06832069
-0.25604492
-0.24933425
0.07107523
-0.041929897
0.07171685
-0.36160743
-0.086695656
-0.26408187
0.09127216
0.022032855
-0.11467103
-0.28989166
0.14174888
0.019118242
-0.18209893
0.113840036
-0.08347403
0.15597737
0.23242508
-0.13759656
-0.1504876
-0.058000308
0.18083254
0.034699682
-0.19005366
-0.057828702
0.17281616
-0.49243733
0.20612055
-0.23272207
0.29203212
-0.11077111
-0.08224847
-0.23361222
-0.25511625
-0.04200795
-0.32338133
0.040851835
0.020965578
0.11657759
-0.0035693753
0.014235372
-0.02146445
0.16659212
0.05717651
-0.25027075
-0.22021009
-0.24467014
-0.03113112
-0.17954475
0.035868045
-0.058805596
0.29857183
0.044023942
0.08050599
0.18028764
0.18921374
0.087962955
0.18545194
-0.20212619
-0.2174984
-0.012418645
0.018919375
-0.10246157
-0.2068828
-0.06065505
-0.19616783
-0.049834292
-0.31018603
0.040361226
-0.15290383
-0.12650055
0.2813562
0.016834453
-0.096746035
0.20450307
0.029282786
-0.11179672
-0.03746495
-0.12954584
-0.15121733
-0.88503313
-0.91523254
0.04865721
0.06655537
0.18178405
-0.11131983
-0.4621348
-0.01957292
-0.30312222
-0.10511494
-0.23190883
-0.2698767
-0.32582265
-0.07166792
0.0665355
-0.37392688
-0.22569805
0.13217504
0.07515298
0.04009259
-0.4209325
-0.053872313
-0.03591197
0.1894709
-0.46594682
0.3563066
1.1715705
-0.27404484
-0.5079017
0.114370346
-0.14925906
0.038454883
-1.8385272
-0.8678888
0.3892666
0.057705067
-0.21008568
0.15358509
0.59347224
0.03189326
0.2983228
0.056825627
-0.7010156
-0.08676859
0.5931371
0.4377626
-0.32636735
0.30209008
-0.38997662
0.15899178
-0.11031714
-0.11727104
0.04171031
0.017811105
-0.011604135
0.24559012
-0.010230375
0.07965511
-0.33802783
-0.02133314
-0.021580124
0.00020644844
-0.09198862
-0.09759996
-0.062440254
0.17703791
-0.11619103
0.1041264
0.1942251
-0.16741635
-0.2088557
0.042514514
-0.3022143
0.18504907
-0.29648504
0.08479458
0.028688256
0.09631169
0.26797608
-0.060559887
0.003003813
0.020558098
-0.4622188
-0.25296566
-0.08771987
0.26829433
0.0064241188
-0.09389468
0.17455135
-0.29633728
0.18609113
-0.030607034
0.12326087
-0.23336962
0.12658904
0.19168921
-0.16075833
0.25619707
0.06397345
0.17232464
0.17013498
0.19839512
0.24155091
0.33748928
0.20887
-0.008447263
-0.26192296
0.06815467
-0.023647735
-0.032816585
-0.021611677
0.03215846
0.08475581
-0.23629434
0.093210004
-0.36107576
-0.26289064
-0.116391316
-0.09416991
-0.21890867
-0.050266575
-0.1434301
0.021231562
-0.004887227
0.05174322
-0.00037673843
0.10591319
0.114481755
0.026684377
0.058393423
-0.15265891
0.24691734
-0.10678226
0.14583217
0.109799534
-0.26476
0.0114901
0.030010207
0.17477284
0.10925309
0.2065053
-0.088997796
-0.06206778
-0.31566444
-0.009766543
0.0047619934
-0.14378051
0.13846412
0.07363645
-0.042267174
0.29406232
0.3417932
0.11122818
0.16078424
-0.1688348
0.00823211
-0.22607921
-0.029352453
0.23755327
0.039172262
-0.018202731
-0.06737017
0.114620306
-0.008793451
-0.05128106
0.17853634
-0.1743862
0.09152255
0.08049825
-0.087570466
0.06846615
-0.016736593
0.009174289
-0.21706125
0.38954324
0.046779927
0.23772193
0.18905789
0.00365882
-0.15943998
0.1947487
-0.28314927
0.4503717
