absolute_error,l2_relative_error,activation,experiment,Beta
0.5738654732704163,0.9435873031616211,tanh,Augmented_Lag_experiment,30
0.58775794506073,0.9665215015411377,tanh,Augmented_Lag_experiment,30
0.5158136487007141,0.8909853100776672,tanh,Augmented_Lag_experiment,30
